NAME,PLATFORM,YEAR,GENRE,PUBLISHER,GLOBAL_SALES,SALES_TIER
Warhawk,PS,1995.0,Simulation,Sony Computer Entertainment,0.46,3
Pirates of the Caribbean: At World's End,Wii,2007.0,Action,Disney Interactive Studios,0.46,3
Red Faction: Armageddon,PS3,2011.0,Shooter,THQ,0.46,3
DanceStar Party,PS3,2011.0,Misc,Sony Computer Entertainment,0.46,3
Persona 4: Dancing All Night,PSV,2015.0,Misc,Nippon Ichi Software,0.46,3
Tales of Vesperia,PS3,2009.0,Role-Playing,Namco Bandai Games,0.45,3
Thief (2014),XOne,2014.0,Action,Square Enix,0.45,3
Dynasty Warriors: Strikeforce,PSP,2009.0,Action,Ubisoft Annecy,0.45,3
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005.0,Platform,THQ,0.45,3
Tales of Hearts,PSV,2013.0,Role-Playing,Namco Bandai Games,0.45,3
Missile Command,PS,1999.0,Shooter,Atari,0.45,3
Lego Batman 3: Beyond Gotham,3DS,2014.0,Action,Warner Bros. Interactive Entertainment,0.45,3
Barbie as The Island Princess,Wii,2007.0,Adventure,Activision,0.45,3
Jikkyou Powerful Pro Yakyuu 3,SNES,1996.0,Sports,Konami Digital Entertainment,0.45,3
The Walking Dead: Season One,PS4,2014.0,Adventure,Telltale Games,0.45,3
Jikkyou Powerful Pro Yakyuu 12,PS2,2005.0,Sports,Konami Digital Entertainment,0.45,3
Enter the Matrix,GC,2003.0,Action,Atari,0.45,3
Crash: Mind Over Mutant,Wii,2008.0,Platform,Vivendi Games,0.45,3
NASCAR 2005: Chase for the Cup,XB,2004.0,Racing,Electronic Arts,0.45,3
J-League Excite Stage '95,SNES,1995.0,Sports,Epoch,0.45,3
The New York Times Crosswords,DS,2007.0,Puzzle,Majesco Entertainment,0.45,3
Phantasy Star Online Episode I & II,GC,2002.0,Role-Playing,Infogrames,0.45,3
Moshi Monsters: Moshlings Theme Park,DS,2012.0,Misc,Activision,0.45,3
The Powerpuff Girls: Relish Rampage,PS2,2002.0,Action,BAM! Entertainment,0.45,3
Resistance: Burning Skies,PSV,2012.0,Shooter,Sony Computer Entertainment,0.45,3
NBA 2K13,Wii,2012.0,Sports,Take-Two Interactive,0.45,3
Dead or Alive: Dimensions,3DS,2011.0,Fighting,Ubisoft Annecy,0.45,3
The Chronicles of Riddick: Escape from Butcher Bay,XB,,Shooter,Vivendi Games,0.45,3
Brain Challenge,DS,2008.0,Misc,Ubisoft,0.45,3
NFL Head Coach,PS2,2006.0,Sports,Electronic Arts,0.45,3
Watch Dogs,PC,2014.0,Action,Ubisoft,0.45,3
Karaoke Revolution Presents American Idol Encore,Wii,2008.0,Misc,Konami Digital Entertainment,0.45,3
Major League Baseball 2K11,X360,2011.0,Sports,Take-Two Interactive,0.45,3
Enemy Territory: Quake Wars,X360,2008.0,Shooter,Activision,0.45,3
Ghostbusters,2600,1985.0,Puzzle,Activision,0.45,3
NCAA Gamebreaker 99,PS,1998.0,Sports,989 Studios,0.45,3
Area 51,PS2,2005.0,Shooter,Midway Games,0.45,3
World Stadium 2,PS,1998.0,Sports,Namco Bandai Games,0.45,3
Sega Rally Revo,X360,2007.0,Racing,Sega,0.45,3
NHL 2005,PS2,2004.0,Sports,Electronic Arts,0.45,3
TNA iMPACT!,X360,2008.0,Fighting,Midway Games,0.45,3
Star Wars Jedi Knight: Jedi Academy,XB,2003.0,Shooter,Activision,0.45,3
Thrillville: Off the Rails,Wii,2007.0,Strategy,LucasArts,0.45,3
Phoenix,2600,1981.0,Simulation,Atari,0.45,3
Spider-Man: Shattered Dimensions,PS3,2010.0,Action,Activision,0.45,3
F.E.A.R. 3,X360,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.45,3
My Fashion Studio,DS,2007.0,Misc,Ubisoft,0.45,3
Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,0.45,3
Rock Band Country Track Pack,Wii,2009.0,Misc,MTV Games,0.45,3
Pro Evolution Soccer 2016,PS3,2015.0,Sports,Konami Digital Entertainment,0.45,3
Apocalypse,PS,1998.0,Action,Activision,0.45,3
Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009.0,Action,Activision,0.45,3
PES 2009: Pro Evolution Soccer,Wii,2009.0,Sports,Konami Digital Entertainment,0.45,3
Yu-Gi-Oh! Destiny Board Traveler,GBA,2004.0,Misc,Konami Digital Entertainment,0.45,3
SingStar Queen,PS3,2009.0,Misc,Sony Computer Entertainment,0.45,3
God Eater 2,PSV,2013.0,Role-Playing,Namco Bandai Games,0.45,3
Samurai Warriors 3,Wii,2009.0,Action,Nintendo,0.45,3
World Soccer Winning Eleven 5 Final Evolution,PS2,2001.0,Sports,Konami Digital Entertainment,0.45,3
One Piece: Pirate Warriors 3,PS4,2015.0,Action,Namco Bandai Games,0.45,3
Sphinx and the Cursed Mummy,PS2,2003.0,Action,THQ,0.45,3
Fatal Fury 2,SNES,1993.0,Fighting,Takara,0.45,3
Rampage World Tour,N64,1998.0,Action,GT Interactive,0.45,3
Pokemon Puzzle League,N64,2000.0,Puzzle,Nintendo,0.45,3
Eternal Sonata,PS3,2008.0,Role-Playing,Atari,0.45,3
Dance Dance Revolution: Hottest Party 3,Wii,2009.0,Simulation,Konami Digital Entertainment,0.45,3
FIFA 15,3DS,2014.0,Sports,Electronic Arts,0.45,3
Petz: Catz 2,Wii,2007.0,Simulation,Ubisoft,0.45,3
Bee Movie Game,DS,2007.0,Action,Activision,0.45,3
Tekken Advance,GBA,2001.0,Fighting,Infogrames,0.45,3
Shin Megami Tensei: Persona 3,PS2,2006.0,Role-Playing,Tecmo Koei,0.45,3
Persona,PS,1995.0,Role-Playing,Atlus,0.45,3
Band Hero,DS,2009.0,Misc,Activision,0.45,3
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012.0,Fighting,Namco Bandai Games,0.45,3
Hot Wheels: Stunt Track Challenge,GBA,2004.0,Racing,THQ,0.45,3
Viking: Battle for Asgard,X360,2008.0,Action,Sega,0.45,3
Maze Craze: A Game of Cops 'n Robbers,2600,,Action,Atari,0.45,3
Mobile Suit Gundam,PS,1995.0,Action,Namco Bandai Games,0.45,3
Silent Hill: Homecoming,X360,,Action,Konami Digital Entertainment,0.45,3
SingStar Take That,PS2,2009.0,Misc,Sony Computer Entertainment,0.45,3
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010.0,Shooter,Sony Computer Entertainment,0.45,3
Final Fantasy Collection,PS,1999.0,Role-Playing,Square,0.45,3
Disney Sing It! High School Musical 3: Senior Year,PS2,2008.0,Misc,Disney Interactive Studios,0.45,3
NBA Live 10,X360,2009.0,Sports,Electronic Arts,0.45,3
Samurai Warriors: Xtreme Legends,PS2,2004.0,Action,Tecmo Koei,0.45,3
Tony Hawk's Proving Ground,PS3,2007.0,Sports,Activision,0.45,3
NHL FaceOff,PS,1994.0,Sports,Sony Computer Entertainment,0.45,3
WWE WrestleMania 21,XB,2005.0,Fighting,THQ,0.45,3
Brunswick Pro Bowling,X360,2010.0,Sports,505 Games,0.45,3
Worms: Open Warfare 2,PSP,2007.0,Strategy,THQ,0.45,3
NBA Live 2005,GC,2004.0,Sports,Electronic Arts,0.45,3
Defender II,2600,1987.0,Shooter,Atari,0.45,3
WWE Day of Reckoning,GC,2004.0,Fighting,THQ,0.45,3
Dragon Quest Heroes: Rocket Slime,DS,2005.0,Action,Square Enix,0.45,3
ATV Quad Power Racing 2,XB,2003.0,Racing,Acclaim Entertainment,0.45,3
Walt Disney World Quest: Magical Racing Tour,PS,2000.0,Racing,Eidos Interactive,0.45,3
Sled Storm,PS2,2002.0,Racing,Electronic Arts,0.45,3
Vandal Hearts,PS,1996.0,Role-Playing,Konami Digital Entertainment,0.45,3
Mario Tennis Ultra Smash,WiiU,2015.0,Sports,Nintendo,0.45,3
Celebrity Sports Showdown,Wii,2008.0,Sports,Electronic Arts,0.45,3
Jawbreaker,2600,1981.0,Action,Tigervision,0.45,3
Scooby-Doo! Mystery Mayhem,PS2,2004.0,Action,THQ,0.45,3
Mario Golf: Advance Tour,GBA,2004.0,Sports,Nintendo,0.45,3
Crash: Mind Over Mutant,PSP,2008.0,Platform,Vivendi Games,0.45,3
Karaoke Revolution,Wii,2009.0,Misc,Konami Digital Entertainment,0.45,3
Discovery Kids: Kitten Corner,DS,2009.0,Simulation,505 Games,0.45,3
Just Dance 2014,XOne,2013.0,Misc,Ubisoft,0.45,3
Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004.0,Misc,Konami Digital Entertainment,0.44,3
Payday 2,PS3,2013.0,Shooter,505 Games,0.44,3
Major League Baseball 2K6,PS2,2006.0,Sports,Spike,0.44,3
Jampack Volume 13 (RP-M),PS2,2005.0,Misc,Sony Computer Entertainment,0.44,3
World Soccer Winning Eleven 9,XB,2005.0,Sports,Konami Digital Entertainment,0.44,3
NBA Live 2000,N64,1999.0,Sports,Electronic Arts,0.44,3
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004.0,Action,Konami Digital Entertainment,0.44,3
"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005.0,Misc,THQ,0.44,3
Disney Infinity 3.0,X360,2015.0,Action,Disney Interactive Studios,0.44,3
TouchMaster 3,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,0.44,3
The Thing,PS2,2002.0,Adventure,Vivendi Games,0.44,3
Disney Infinity 3.0,WiiU,2015.0,Action,Disney Interactive Studios,0.44,3
Van Helsing,PS2,2004.0,Action,Activision,0.44,3
X-Men Legends II: Rise of Apocalypse,XB,2005.0,Role-Playing,Activision,0.44,3
Food Network: Cook or Be Cooked,Wii,2009.0,Misc,Namco Bandai Games,0.44,3
Transformers: Fall of Cybertron,X360,2012.0,Action,Activision,0.44,3
Metro: Last Light,PS3,2013.0,Action,Deep Silver,0.44,3
The Urbz: Sims in the City (all regions sales),DS,2004.0,Simulation,Electronic Arts,0.44,3
Spawn: Armageddon,PS2,2003.0,Action,Electronic Arts,0.44,3
The Godfather (US sales),XB,2006.0,Action,Electronic Arts,0.44,3
DmC: Devil May Cry,X360,2013.0,Action,Capcom,0.44,3
Plants vs. Zombies: Garden Warfare 2,XOne,2016.0,Shooter,Electronic Arts,0.44,3
World Stadium EX,PS,1996.0,Sports,Namco Bandai Games,0.44,3
Tiger Woods PGA Tour 2003,XB,2002.0,Sports,Electronic Arts,0.44,3
Battlefield 2: Modern Combat,PS2,2005.0,Shooter,Electronic Arts,0.44,3
G-Force,Wii,2009.0,Action,Disney Interactive Studios,0.44,3
Ben 10 Alien Force: Vilgax Attacks,Wii,2009.0,Action,D3Publisher,0.44,3
50 Cent: Bulletproof,XB,2005.0,Action,Vivendi Games,0.44,3
Densetsu no Stafi 2,GBA,2003.0,Platform,Nintendo,0.44,3
Independence Day,PS,1997.0,Shooter,Fox Interactive,0.44,3
Need for Speed: Shift 2 Unleashed,X360,2011.0,Racing,Electronic Arts,0.44,3
Chocobo Racing,PS,1999.0,Racing,SquareSoft,0.44,3
Ninja Gaiden 3,PS3,2012.0,Action,Tecmo Koei,0.44,3
Child of Eden,X360,2011.0,Shooter,Ubisoft,0.44,3
LEGO Star Wars II: The Original Trilogy,XB,2006.0,Action,LucasArts,0.44,3
Family Fest Presents Circus Games,Wii,2008.0,Misc,Ubisoft,0.44,3
My Spanish Coach,DS,2007.0,Misc,Ubisoft,0.44,3
The Darkness,X360,2007.0,Shooter,Take-Two Interactive,0.44,3
Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005.0,Shooter,Namco Bandai Games,0.44,3
Ms. Pac-Man Maze Madness,PS,2000.0,Puzzle,Namco Bandai Games,0.44,3
Blood Omen: Legacy of Kain,PS,1996.0,Role-Playing,Crystal Dynamics,0.44,3
Super Bomberman 4,SNES,1996.0,Puzzle,Hudson Soft,0.44,3
Bomberman II,NES,1991.0,Puzzle,Hudson Soft,0.44,3
Duke Nukem 64,N64,1997.0,Shooter,GT Interactive,0.44,3
Sin and Punishment: Star Successor,Wii,2009.0,Shooter,Nintendo,0.44,3
Jump Start Pet Rescue,Wii,2009.0,Misc,Knowledge Adventure,0.44,3
Naughty Bear,PS3,2010.0,Action,505 Games,0.44,3
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005.0,Misc,THQ,0.44,3
Super Robot Taisen OG: Original Generations,PS2,2007.0,Strategy,Banpresto,0.44,3
Army Men World War: Final Front,PS,2001.0,Action,3DO,0.44,3
Petz: Horsez 2,DS,2007.0,Simulation,Ubisoft,0.44,3
Puppy Luv: Spa and Resort,DS,2007.0,Simulation,Activision,0.44,3
Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009.0,Strategy,Konami Digital Entertainment,0.44,3
MX Unleashed,XB,2004.0,Racing,THQ,0.44,3
Jikkyou Powerful Pro Yakyuu 9,PS2,2002.0,Sports,Konami Digital Entertainment,0.44,3
Grind Session,PS,2000.0,Sports,Sony Computer Entertainment,0.44,3
Naruto: Gekito Ninja Taisen! 3,GC,2004.0,Fighting,Tomy Corporation,0.44,3
Barbie: Groom and Glam Pups,DS,2010.0,Action,THQ,0.44,3
Wario World,GC,2003.0,Platform,Nintendo,0.44,3
Scooby-Doo! Mystery Mayhem,GBA,2003.0,Action,THQ,0.44,3
Super Breakout,2600,,Puzzle,Atari,0.44,3
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003.0,Misc,Namco Bandai Games,0.44,3
Deer Drive,DS,2010.0,Sports,Mastiff,0.44,3
Robert Ludlum's The Bourne Conspiracy,X360,,Action,Vivendi Games,0.44,3
Just Dance 4,PS3,2012.0,Misc,Ubisoft,0.44,3
TimeSplitters 2,GC,2002.0,Shooter,Eidos Interactive,0.44,3
Battlebots: Design & Destroy,GBA,2003.0,Action,Majesco Entertainment,0.44,3
Devil May Cry HD Collection,X360,2012.0,Action,Capcom,0.44,3
Eternal Darkness: Sanity's Requiem,GC,2002.0,Adventure,Nintendo,0.44,3
Power Rangers: S.P.D.,GBA,2004.0,Action,THQ,0.44,3
Naruto: Ultimate Ninja 3,PS2,2005.0,Fighting,Atari,0.44,3
SingStar Motown,PS2,2009.0,Misc,Sony Computer Entertainment,0.44,3
Neon Genesis Evangelion,SAT,1996.0,Adventure,Sega,0.44,3
Nicktoons: Attack of the Toybots,Wii,2007.0,Platform,THQ,0.44,3
Mobile Suit Gundam: One Year War,PS2,2005.0,Action,Namco Bandai Games,0.44,3
Tongari Boushi to Mahou no Otana,DS,2010.0,Simulation,Konami Digital Entertainment,0.44,3
NFL Blitz 20-03,PS2,2002.0,Sports,Midway Games,0.44,3
Just Dance: Summer Party,Wii,2011.0,Misc,Ubisoft,0.44,3
SpongeBob's Atlantis SquarePantis,PS2,2007.0,Action,THQ,0.44,3
Dragon Ball Z: Shin Budokai - Another Road,PSP,2007.0,Fighting,Atari,0.44,3
Master of Illusion,DS,2006.0,Puzzle,Nintendo,0.44,3
Star Wars: Jedi Starfighter,XB,2002.0,Simulation,Activision,0.44,3
Remington Great American Bird Hunt,Wii,2009.0,Sports,Mastiff,0.44,3
Classic NES Series: Metroid,GBA,2004.0,Adventure,Nintendo,0.43,3
Alpha Protocol,PS3,2010.0,Role-Playing,Sega,0.43,3
Tetris Axis,3DS,2011.0,Puzzle,Tetris Online,0.43,3
Dora the Explorer: Dora Puppy,DS,2009.0,Misc,Take-Two Interactive,0.43,3
Primal,PS2,2003.0,Action,Sony Computer Entertainment,0.43,3
Madden NFL 2002,N64,2001.0,Sports,Electronic Arts,0.43,3
Need for Speed Underground 2,GBA,2004.0,Racing,Electronic Arts,0.43,3
007: Quantum of Solace,PS2,2008.0,Action,Activision,0.43,3
Spec Ops: Covert Assault,PS,2001.0,Shooter,Take-Two Interactive,0.43,3
SSX Tricky,XB,2001.0,Sports,Electronic Arts,0.43,3
Flight Control Rocket,GBA,2005.0,Simulation,THQ,0.43,3
FIFA 14,PC,2013.0,Sports,Electronic Arts,0.43,3
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005.0,Action,Disney Interactive Studios,0.43,3
Trials Fusion,PS4,2014.0,Racing,Ubisoft,0.43,3
Wheel of Fortune,DS,2010.0,Misc,THQ,0.43,3
NiGHTS into dreams...,SAT,1996.0,Platform,Sega,0.43,3
NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.43,3
Overwatch,PC,2016.0,Shooter,Activision,0.43,3
Rock Band 4,XOne,2015.0,Misc,Harmonix Music Systems,0.43,3
NBA Jam,Wii,2010.0,Sports,Electronic Arts,0.43,3
Bionicle,PS2,2003.0,Action,Electronic Arts,0.43,3
Minecraft,WiiU,2016.0,Misc,Microsoft Game Studios,0.43,3
MLB 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.43,3
Sleeping Dogs,PS4,2014.0,Action,Square Enix,0.43,3
TimeSplitters,PS2,2000.0,Shooter,Eidos Interactive,0.43,3
Barnstorming,2600,1981.0,Action,Activision,0.43,3
InuYasha: The Secret of the Cursed Mask,PS2,2004.0,Role-Playing,Namco Bandai Games,0.43,3
Rune Factory 3: A Fantasy Harvest Moon,DS,2009.0,Role-Playing,Rising Star Games,0.43,3
The Powerpuff Girls: Him and Seek,GBA,2002.0,Platform,BAM! Entertainment,0.43,3
Mega Man Zero 2,GBA,2003.0,Platform,Capcom,0.43,3
Wonder Project J: Kikai no Shonen Pino,SNES,1994.0,Simulation,Enix Corporation,0.43,3
2010 FIFA World Cup South Africa,Wii,2010.0,Sports,Electronic Arts,0.43,3
Atelier Totori: The Adventurer of Arland,PS3,2010.0,Role-Playing,Nippon Ichi Software,0.43,3
Spec Ops: The Line,X360,2012.0,Shooter,Take-Two Interactive,0.43,3
The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,N/A,0.43,3
Ghostbusters: The Video Game,PS2,2009.0,Action,Atari,0.43,3
Hunter: The Reckoning  Wayward,PS2,2003.0,Action,Interplay,0.43,3
How to Train Your Dragon,Wii,2010.0,Action,Activision,0.43,3
Command & Conquer 3: Tiberium Wars,X360,2007.0,Strategy,Electronic Arts,0.43,3
WipEout 64,N64,1998.0,Racing,Midway Games,0.43,3
Mischief Makers,N64,1997.0,Platform,Nintendo,0.43,3
Max Payne 3,PC,2012.0,Shooter,Take-Two Interactive,0.43,3
Petz Bunnyz,DS,2008.0,Simulation,Ubisoft,0.43,3
Castlevania: Portrait of Ruin,DS,2006.0,Platform,Konami Digital Entertainment,0.43,3
NHL Slapshot,Wii,,Sports,Unknown,0.43,3
EyeToy: AntiGrav,PS2,2004.0,Sports,Sony Computer Entertainment,0.43,3
FIFA 14,Wii,2013.0,Sports,Electronic Arts,0.43,3
EverQuest Online Adventures,PS2,2003.0,Role-Playing,Sony Online Entertainment,0.43,3
Cool Boarders,PS,1996.0,Sports,Sony Computer Entertainment,0.43,3
"999: Nine Hours, Nine Persons, Nine Doors",DS,2009.0,Adventure,ChunSoft,0.43,3
Mobile Suit Gundam: Zeonic Front,PS2,2001.0,Simulation,Namco Bandai Games,0.43,3
Zone of the Enders HD Collection,PS3,2012.0,Simulation,Konami Digital Entertainment,0.43,3
Def Jam Icon,PS3,2007.0,Action,Electronic Arts,0.43,3
Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,Ubisoft,0.43,3
Monopoly,PS2,2008.0,Misc,Electronic Arts,0.43,3
Dawn of Mana,PS2,2006.0,Role-Playing,Square Enix,0.43,3
Microsoft Flight Simulator X,PC,2006.0,Simulation,Microsoft Game Studios,0.43,3
Lego Batman 3: Beyond Gotham,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.43,3
Madden NFL 2003,GC,2002.0,Sports,Electronic Arts,0.43,3
NASCAR Kart Racing,Wii,2009.0,Racing,Electronic Arts,0.43,3
Disney Sing It,X360,2008.0,Misc,Disney Interactive Studios,0.43,3
Backyard Baseball,GBA,2002.0,Sports,Atari,0.43,3
Call of Duty: Black Ops II,WiiU,2012.0,Shooter,Activision,0.43,3
TRON: Evolution,PS3,2010.0,Action,Disney Interactive Studios,0.43,3
Midway Arcade Treasures,XB,2003.0,Misc,Midway Games,0.43,3
Call of Duty: Modern Warfare: Mobilized,DS,2009.0,Shooter,Activision,0.43,3
Petz: Horsez 2,Wii,2007.0,Simulation,Ubisoft,0.43,3
The Smurfs,DS,2011.0,Action,Ubisoft,0.43,3
Bakugan: Battle Brawlers,PS2,2009.0,Action,Activision,0.43,3
NHL FaceOff 99,PS,1997.0,Sports,989 Studios,0.43,3
Skylanders: Trap Team,PS4,2014.0,Action,Activision,0.43,3
SEGA Classics Collection,PS2,2005.0,Misc,Sega,0.43,3
Pirates of the Caribbean: At World's End,PSP,2007.0,Action,Disney Interactive Studios,0.43,3
Juiced: Eliminator,PSP,2006.0,Racing,THQ,0.43,3
Naruto: Ninja Council 3,DS,2006.0,Action,D3Publisher,0.42,3
Neon Genesis Evangelion 2nd Impression,SAT,1997.0,Role-Playing,Sega,0.42,3
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011.0,Strategy,Banpresto,0.42,3
NBA Street,GC,2002.0,Sports,Electronic Arts,0.42,3
Ben 10 Alien Force: Vilgax Attacks,DS,2009.0,Action,D3Publisher,0.42,3
Ben 10 Alien Force: Vilgax Attacks,PSP,2009.0,Action,D3Publisher,0.42,3
Valkyrie Profile: Covenant of the Plume,DS,2008.0,Role-Playing,Square Enix,0.42,3
The Legend of Spyro: The Eternal Night,PS2,2007.0,Platform,Vivendi Games,0.42,3
Mega Man Battle Network,GBA,2001.0,Role-Playing,Capcom,0.42,3
LEGO Rock Band,PS3,2009.0,Misc,Warner Bros. Interactive Entertainment,0.42,3
25 to Life,PS2,2006.0,Shooter,Eidos Interactive,0.42,3
NHL 2K6,PS2,2005.0,Sports,Take-Two Interactive,0.42,3
Medal of Honor: Rising Sun,GC,2003.0,Shooter,Electronic Arts,0.42,3
The Sims,XB,2003.0,Simulation,Electronic Arts,0.42,3
Guitar Hero: Smash Hits,X360,2009.0,Misc,Activision,0.42,3
Dog's Life,PS2,2003.0,Adventure,Sony Computer Entertainment,0.42,3
The X Files,PS,1999.0,Adventure,Sony Computer Entertainment,0.42,3
Super Wagyan Land,SNES,1991.0,Action,Namco Bandai Games,0.42,3
Rascal,PS,1998.0,Action,Psygnosis,0.42,3
Hometown Story,3DS,2013.0,Role-Playing,Rising Star Games,0.42,3
Tony Hawk's American Wasteland,GC,2005.0,Sports,Activision,0.42,3
Top Spin 4,X360,2011.0,Sports,Take-Two Interactive,0.42,3
Famicom Mini: Super Mario Bros. 2,GBA,2004.0,Platform,Nintendo,0.42,3
Crash: Mind Over Mutant,DS,2008.0,Platform,Vivendi Games,0.42,3
Medal of Honor Heroes 2,Wii,2007.0,Shooter,Electronic Arts,0.42,3
Yu-Gi-Oh! GX: Tag Force 2,PSP,2007.0,Strategy,Konami Digital Entertainment,0.42,3
Colony Wars,PS,1997.0,Simulation,Psygnosis,0.42,3
All-Star Baseball 2004,PS2,2003.0,Sports,Acclaim Entertainment,0.42,3
Big Strike Bowling,PS,2003.0,Sports,Gotham Games,0.42,3
Ragnarok Odyssey,PSV,2012.0,Role-Playing,GungHo,0.42,3
Harry Potter and the Deathly Hallows - Part 1,DS,2010.0,Action,Electronic Arts,0.42,3
Horsez,DS,2006.0,Simulation,Ubisoft,0.42,3
SpongeBob's Truth or Square (US sales),DS,2009.0,Action,THQ,0.42,3
NASCAR Thunder 2002,PS,2001.0,Racing,Electronic Arts,0.42,3
Grandia,SAT,1997.0,Role-Playing,ESP,0.42,3
ESPN NHL 2K5,XB,2004.0,Sports,Global Star,0.42,3
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005.0,Misc,Konami Digital Entertainment,0.42,3
Hot Wheels World Race,PS2,2003.0,Racing,THQ,0.42,3
Avatar: The Last Airbender - The Burning Earth,PS2,2007.0,Action,THQ,0.42,3
Superman: Shadow of Apokolips,PS2,2002.0,Action,Atari,0.42,3
NiGHTS: Journey of Dreams,Wii,2007.0,Platform,Sega,0.42,3
American Chopper,PS2,2004.0,Racing,Zoo Digital Publishing,0.42,3
Vanquish,X360,2010.0,Shooter,Sega,0.42,3
Star Wars Trilogy: Apprentice of the Force,GBA,2004.0,Action,Ubisoft,0.42,3
Marvel Super Hero Squad,DS,2009.0,Fighting,THQ,0.42,3
Lemony Snicket's A Series of Unfortunate Events,GBA,2004.0,Platform,Activision,0.42,3
JGTC: All-Japan Grand Touring Car Championship,PS,1998.0,Racing,TYO,0.42,3
NBA Live 06,PSP,2005.0,Sports,Electronic Arts,0.42,3
Arc the Lad III,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.42,3
Solitaire Overload,DS,2007.0,Misc,Telegames,0.42,3
Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008.0,Fighting,Namco Bandai Games,0.42,3
Test Drive,XB,2002.0,Racing,Atari,0.42,3
Jikkyou Powerful Pro Yakyuu 11,PS2,2004.0,Sports,Konami Digital Entertainment,0.42,3
Ghost Trick: Phantom Detective,DS,2010.0,Adventure,Capcom,0.42,3
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003.0,Action,THQ,0.42,3
Rush 2: Extreme Racing USA,N64,1998.0,Racing,Midway Games,0.42,3
NFL Blitz 2001,N64,2000.0,Sports,Midway Games,0.42,3
Dr. Mario 64,N64,2001.0,Puzzle,Nintendo,0.42,3
Jikkyou Powerful Pro Yakyuu 6,N64,1999.0,Sports,Konami Digital Entertainment,0.42,3
Army Men: Sarge's Heroes 2,N64,2000.0,Shooter,3DO,0.42,3
James Bond 007: Everything or Nothing,GC,2004.0,Shooter,Electronic Arts,0.42,3
Green Day: Rock Band,PS3,2010.0,Misc,MTV Games,0.42,3
Wolfenstein: The Old Blood,PS4,2015.0,Action,Bethesda Softworks,0.42,3
MLB 08: The Show,PS2,2008.0,Sports,Sony Computer Entertainment,0.42,3
Disney Infinity 2.0: Marvel Super Heroes,XOne,2014.0,Action,Disney Interactive Studios,0.42,3
Dance Dance Revolution Ultramix 2,XB,2004.0,Simulation,Konami Digital Entertainment,0.42,3
Mega Man Anniversary Collection,GC,2004.0,Platform,Capcom,0.42,3
Blazing Angels: Squadrons of WWII,X360,2006.0,Simulation,Ubisoft,0.42,3
Super Famista 4,SNES,1995.0,Sports,Namco Bandai Games,0.42,3
The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,N/A,0.42,3
Cabela's Legendary Adventures,PS2,2008.0,Sports,Activision,0.42,3
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010.0,Misc,Namco Bandai Games,0.42,3
Harry Potter and the Goblet of Fire,GC,2005.0,Action,Electronic Arts,0.42,3
JumpStart: Escape from Adventure Island,Wii,2009.0,Adventure,Knowledge Adventure,0.42,3
Thrillville: Off the Rails,PS2,2007.0,Strategy,LucasArts,0.42,3
Style Lab: Makeover,DS,2009.0,Simulation,Ubisoft,0.42,3
Condemned: Criminal Origins,X360,2005.0,Action,Sega,0.42,3
Mega Man X6,PS,2001.0,Action,Capcom,0.42,3
Monster Jam: Urban Assault,Wii,2008.0,Racing,Activision,0.42,3
BloodRayne,PS2,2002.0,Shooter,Universal Interactive,0.42,3
Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005.0,Puzzle,Sega,0.42,3
Castlevania: Curse of Darkness,PS2,2005.0,Action,Konami Digital Entertainment,0.42,3
