NAME,PLATFORM,YEAR,GENRE,PUBLISHER,NA_PERCENT,EU_PERCENT,JP_PERCENT,OTHER_PERCENT
Dogz,DS,2006.0,Simulation,Ubisoft,89.47,3.51,0.0,7.02
3D Dot Game Heroes,PS3,2009.0,Role-Playing,SouthPeak Games,63.16,21.05,5.26,12.28
The Mysterious Murasame Castle,NES,1986.0,Action,Nintendo,0.0,0.0,100.0,0.0
NBA Hangtime,N64,1997.0,Sports,GT Interactive,84.21,14.04,0.0,0.0
Jillian Michaels Fitness Ultimatum 2010,Wii,2009.0,Sports,Majesco Entertainment,91.23,1.75,0.0,7.02
Pro Evolution Soccer 2012,PSP,2011.0,Action,Konami Digital Entertainment,17.54,21.05,50.88,12.28
Grease,Wii,2010.0,Misc,505 Games,47.37,43.86,0.0,8.77
Blood Wake,XB,2001.0,Shooter,Microsoft Game Studios,75.44,21.05,0.0,3.51
Dynasty Warriors 5: Xtreme Legends,PS2,2005.0,Action,Tecmo Koei,19.3,14.04,61.4,5.26
Skylanders: Spyro's Adventure,3DS,2011.0,Action,Activision,56.14,35.09,0.0,8.77
Dora The Explorer: Dora Saves the Snow Princess,Wii,2008.0,Platform,Take-Two Interactive,87.72,5.26,0.0,7.02
Jampack Summer 2002,PS2,2002.0,Misc,Sony Computer Entertainment,49.12,38.6,0.0,12.28
FIFA World Cup Germany 2006,PS2,2006.0,Sports,Electronic Arts,82.46,3.51,0.0,14.04
Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,Activision,73.68,19.3,3.51,3.51
Super Bomberman,SNES,1992.0,Puzzle,Hudson Soft,0.0,0.0,100.0,0.0
SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003.0,Platform,THQ,78.95,17.54,0.0,3.51
Spec Ops: The Line,PS3,2012.0,Shooter,Take-Two Interactive,33.33,43.86,7.02,15.79
SD Gundam G Generation Neo,PS2,2002.0,Strategy,Namco Bandai Games,0.0,0.0,100.0,0.0
Bratz 4 Real,DS,2007.0,Adventure,THQ,50.88,38.6,0.0,10.53
RalliSport Challenge,XB,2002.0,Racing,Microsoft Game Studios,68.42,28.07,0.0,3.51
Resident Evil Outbreak File #2,PS2,2004.0,Action,Capcom,33.33,26.32,29.82,8.77
Bob the Builder: Can We Fix It?,PS,2000.0,Action,THQ,54.39,36.84,0.0,7.02
XIII,PS2,2003.0,Shooter,Ubisoft,49.12,38.6,0.0,12.28
NHL 14,PS3,2013.0,Sports,Electronic Arts,49.12,33.33,0.0,15.79
LEGO Rock Band,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,70.18,21.05,0.0,8.77
Bolt,Wii,2008.0,Adventure,Disney Interactive Studios,33.33,54.39,0.0,10.53
Top Spin 3,X360,2008.0,Action,Take-Two Interactive,15.79,70.18,0.0,12.28
Tom Clancy's HAWX,PS3,2009.0,Action,Ubisoft,36.84,38.6,8.77,15.79
LEGO Dimensions,X360,2015.0,Action,Warner Bros. Interactive Entertainment,42.86,50.0,0.0,8.93
Breath of Fire IV,PS,2000.0,Role-Playing,Capcom,19.64,14.29,60.71,7.14
True Crime: Streets of LA,GC,2003.0,Action,Activision,78.57,19.64,0.0,3.57
Odin Sphere,PS2,2007.0,Role-Playing,Square Enix,41.07,32.14,16.07,10.71
Donkey Kong Jungle Climber,DS,2007.0,Platform,Nintendo,46.43,7.14,42.86,5.36
The Incredible Hulk,GBA,2003.0,Action,Universal Interactive,71.43,26.79,0.0,1.79
Ms. Pac-Man Maze Madness,GBA,2004.0,Puzzle,Zoo Digital Publishing,71.43,26.79,0.0,1.79
Arena Football,PS2,2006.0,Sports,Electronic Arts,50.0,39.29,0.0,12.5
The Lord of the Rings: The Return of the King,GBA,2003.0,Action,Electronic Arts,71.43,26.79,0.0,1.79
NHL Hitz 20-02,PS2,2001.0,Sports,Midway Games,50.0,39.29,0.0,12.5
Classic NES Series: Dr. Mario,GBA,2004.0,Puzzle,Nintendo,55.36,19.64,23.21,1.79
The Sims: Bustin' Out,XB,2003.0,Simulation,Electronic Arts,71.43,25.0,0.0,3.57
NCAA March Madness 07,PS2,2007.0,Sports,Electronic Arts,50.0,39.29,0.0,12.5
"Monsters, Inc. Scream Team",PS,2001.0,Platform,Sony Computer Entertainment,55.36,37.5,0.0,7.14
Harry Potter Collection,PS2,2006.0,Misc,Electronic Arts,50.0,37.5,0.0,12.5
Tony Hawk's Project 8,PSP,2006.0,Sports,Activision,73.21,14.29,0.0,12.5
Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004.0,Misc,Konami Digital Entertainment,71.43,26.79,0.0,1.79
Cabela's Big Game Hunter 2005 Adventures,PS2,2004.0,Sports,Activision,50.0,37.5,0.0,12.5
Hotel Dusk: Room 215,DS,2007.0,Adventure,Nintendo,48.21,8.93,39.29,5.36
Knockout Kings 2001,PS2,2001.0,Fighting,Electronic Arts,50.0,37.5,0.0,12.5
Army Men: Sarge's Heroes,PS,1999.0,Action,3DO,55.36,37.5,0.0,7.14
Phineas and Ferb: Across the 2nd Dimension,DS,2011.0,Action,Disney Interactive Studios,57.14,33.93,0.0,8.93
Petz Dogz 2,PS2,2007.0,Simulation,Ubisoft,50.0,37.5,0.0,12.5
Battlefield 2: Modern Combat,XB,2005.0,Shooter,Electronic Arts,69.64,26.79,0.0,3.57
Wolfenstein,X360,2009.0,Shooter,Activision,50.0,39.29,0.0,10.71
All-Star Baseball 2002,PS2,2001.0,Sports,Acclaim Entertainment,48.21,37.5,0.0,12.5
Backyard NFL Football,GBA,2002.0,Sports,Infogrames,71.43,26.79,0.0,1.79
Need for Speed: Most Wanted,GC,2005.0,Racing,Electronic Arts,76.79,19.64,0.0,3.57
NASCAR Rumble,PS,2000.0,Racing,Electronic Arts,55.36,37.5,0.0,7.14
Tony Hawk: Shred,Wii,2010.0,Sports,Activision,73.21,19.64,0.0,7.14
Tony Hawk's Proving Ground,X360,2007.0,Sports,Activision,87.5,3.57,0.0,7.14
WWE Raw 2,XB,2003.0,Fighting,THQ,76.79,19.64,0.0,3.57
Resident Evil 2,N64,1999.0,Action,Virgin Interactive,69.64,16.07,12.5,1.79
Mega Man X2,SNES,1993.0,Platform,Laguna,16.07,3.57,80.36,0.0
Manhunt 2,PS2,2007.0,Action,Take-Two Interactive,48.21,37.5,0.0,12.5
Xenoblade Chronicles,3DS,2015.0,Role-Playing,Nintendo,46.43,25.0,21.43,7.14
Fullmetal Alchemist and the Broken Angel,PS2,2003.0,Role-Playing,Square Enix,26.79,21.43,46.43,7.14
Monster High: Ghoul Spirit,Wii,2011.0,Misc,THQ,78.57,14.29,0.0,7.14
Final Fantasy IV: The Complete Collection,PSP,2011.0,Role-Playing,Square Enix,23.21,16.07,48.21,10.71
Frontlines: Fuel of War,X360,2008.0,Shooter,THQ,60.71,26.79,1.79,8.93
Lips: Number One Hits,X360,2009.0,Misc,Microsoft Game Studios,26.79,62.5,0.0,12.5
Hamtaro: Ham-Hams Unite!,GB,2001.0,Role-Playing,Nintendo,0.0,0.0,100.0,0.0
Batman Begins,PS2,2005.0,Action,Electronic Arts,48.21,37.5,0.0,12.5
Viva Pinata: Pocket Paradise,DS,2008.0,Simulation,THQ,48.21,41.07,0.0,10.71
Dr. Seuss' The Cat in the Hat,PS2,2003.0,Misc,Vivendi Games,48.21,37.5,0.0,12.5
Barbie Groovy Games,GBA,2002.0,Misc,Universal Interactive,71.43,26.79,0.0,1.79
Yu-Gi-Oh! Reshef of Destruction,GBA,2003.0,Strategy,Konami Digital Entertainment,71.43,26.79,0.0,1.79
Blinx: The Time Sweeper,XB,2002.0,Platform,Microsoft Game Studios,69.64,26.79,0.0,3.57
Madagascar: Escape 2 Africa,Wii,2008.0,Action,Activision,57.14,32.14,0.0,8.93
Archer Maclean's Mercury,PSP,2005.0,Puzzle,Ignition Entertainment,30.36,42.86,0.0,25.0
ESPN NFL Football,PS2,2003.0,Sports,Sega,48.21,37.5,0.0,12.5
Fatal Fury Special,SNES,1994.0,Fighting,Takara,0.0,0.0,100.0,0.0
Catz,DS,2006.0,Simulation,Ubisoft,87.5,3.57,0.0,7.14
Major League Baseball 2K5,XB,2005.0,Sports,Take-Two Interactive,92.86,3.57,0.0,3.57
DS Bimoji Training,DS,2008.0,Misc,Nintendo,0.0,0.0,100.0,0.0
WWE 2K15,XOne,2014.0,Sports,Take-Two Interactive,50.0,41.07,0.0,7.14
Petz Catz Clan,DS,2008.0,Simulation,Ubisoft,85.71,7.14,0.0,7.14
Soul Sacrifice,PSV,2013.0,Role-Playing,Sony Computer Entertainment,32.14,16.07,39.29,10.71
G-Force,DS,2009.0,Action,Disney Interactive Studios,48.21,41.07,0.0,10.71
Tiger Woods PGA Tour 11,Wii,2010.0,Sports,Electronic Arts,42.86,46.43,0.0,10.71
Soldier of Fortune: Gold Edition,PS2,2001.0,Shooter,Codemasters,48.21,37.5,0.0,12.5
Rune Factory: A Fantasy Harvest Moon,DS,2006.0,Role-Playing,Rising Star Games,66.07,3.57,25.0,5.36
Monster Jam: Path of Destruction,Wii,2010.0,Racing,Activision,89.29,3.57,0.0,5.36
Rapala Tournament Fishing!,Wii,2006.0,Sports,Activision,91.07,0.0,0.0,7.14
MX 2002 Featuring Ricky Carmichael,PS2,2001.0,Racing,THQ,48.21,37.5,0.0,12.5
Purr Pals,DS,2007.0,Simulation,THQ,32.14,64.29,0.0,3.57
NCAA Football 07,XB,2006.0,Sports,Electronic Arts,75.0,21.43,0.0,1.79
God of War: Origins Collection,PS3,2011.0,Action,Sony Computer Entertainment,69.64,14.29,3.57,10.71
MX vs. ATV: Alive,X360,2011.0,Racing,THQ,66.07,25.0,0.0,8.93
Lunar: Silver Star Story Complete,PS,1998.0,Role-Playing,Kadokawa Shoten,49.09,32.73,10.91,7.27
Dragon Ball: XenoVerse,PS3,2015.0,Fighting,Namco Bandai Games,27.27,36.36,25.45,12.73
NBA Showtime: NBA on NBC,PS,1999.0,Sports,Midway Games,56.36,38.18,0.0,7.27
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010.0,Simulation,Activision,74.55,20.0,0.0,7.27
Dragon Age: Inquisition,X360,2014.0,Role-Playing,Electronic Arts,63.64,29.09,0.0,9.09
Soul Reaver 2,PS2,2001.0,Action,Eidos Interactive,49.09,38.18,0.0,12.73
Metal Gear Solid 3: Subsistence,PS2,2005.0,Action,Konami Digital Entertainment,61.82,1.82,27.27,10.91
Sly Cooper: Thieves in Time,PS3,2013.0,Platform,Sony Computer Entertainment Europe,63.64,23.64,0.0,14.55
The Godfather (old US sales),XB,2006.0,Action,Electronic Arts,76.36,20.0,0.0,3.64
Daytona USA,SAT,1994.0,Racing,Sega,0.0,0.0,100.0,0.0
Harry Potter and the Deathly Hallows - Part 1,Wii,2010.0,Action,Electronic Arts,40.0,50.91,0.0,9.09
Tiger Woods PGA Tour 13,PS3,2012.0,Sports,Electronic Arts,43.64,40.0,0.0,16.36
WWF Raw,XB,2002.0,Fighting,THQ,72.73,23.64,0.0,3.64
Shin Super Robot Taisen,PS,1996.0,Role-Playing,Banpresto,0.0,0.0,94.55,7.27
Jump Super Stars,DS,2005.0,Fighting,Nintendo,0.0,0.0,100.0,0.0
Legends of WrestleMania,PS3,2009.0,Fighting,THQ,54.55,30.91,0.0,12.73
The Activision Decathlon,2600,1982.0,Sports,Activision,94.55,5.45,0.0,1.82
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001.0,Shooter,D3Publisher,56.36,38.18,0.0,7.27
50 Classic Games,DS,2009.0,Misc,Destineer,94.55,0.0,0.0,7.27
Fighting Force 2,PS,1999.0,Action,Eidos Interactive,56.36,38.18,0.0,7.27
Sakura Wars,SAT,1996.0,Adventure,Sega,0.0,0.0,100.0,0.0
Yokai Sangokushi,3DS,2016.0,Action,Level 5,0.0,0.0,100.0,0.0
Extermination,PS2,2001.0,Action,Sony Computer Entertainment,38.18,29.09,21.82,9.09
Batman: Vengeance,PS2,2001.0,Adventure,Ubisoft,49.09,38.18,0.0,12.73
Unit 13,PSV,2012.0,Shooter,Sony Computer Entertainment,52.73,27.27,7.27,12.73
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.0,Fighting,Capcom,58.18,29.09,5.45,9.09
TMNT,X360,2007.0,Action,Ubisoft,85.45,7.27,0.0,7.27
F.E.A.R.,PS3,2007.0,Shooter,Vivendi Games,32.73,49.09,0.0,18.18
Secret Agent Clank(US sales),PSP,2008.0,Platform,Sony Computer Entertainment,60.0,40.0,0.0,0.0
Assassin's Creed: Unity,PC,2014.0,Action,Ubisoft,30.91,60.0,0.0,9.09
Derby Stallion 04,PS2,2004.0,Sports,Enterbrain,0.0,0.0,100.0,0.0
NBA 2K8,PS3,2007.0,Sports,Take-Two Interactive,90.91,1.82,0.0,9.09
Barbie Horse Adventures: Riding Camp,DS,2008.0,Sports,Activision,92.73,0.0,0.0,7.27
CrossworDS,DS,2008.0,Puzzle,Deep Silver,92.73,0.0,0.0,7.27
Tony Hawk's Pro Skater 3,XB,2002.0,Sports,Activision,61.82,32.73,0.0,3.64
Mega Man Zero,GBA,2002.0,Platform,Capcom,40.0,14.55,43.64,1.82
Contender 2,PS,2000.0,Fighting,3DO,56.36,38.18,0.0,7.27
The Amazing Spider-Man 2 (2014),PS4,2014.0,Action,Activision,36.36,45.45,3.64,16.36
Star Wars: Dark Forces,PS,1996.0,Shooter,LucasArts,56.36,38.18,0.0,7.27
SD Gundam G Generation Zero,PS,1999.0,Strategy,Namco Bandai Games,0.0,0.0,92.73,7.27
Super Robot Taisen F,SAT,1997.0,Strategy,Banpresto,0.0,0.0,100.0,0.0
Shrek 2,XB,2004.0,Platform,Activision,72.73,23.64,0.0,3.64
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002.0,Sports,Sega,0.0,0.0,100.0,0.0
Time Crisis: Razing Storm,PS3,2010.0,Shooter,Namco Bandai Games,32.73,38.18,12.73,14.55
SpongeBob SquarePants: SuperSponge,GBA,2001.0,Action,THQ,70.91,27.27,0.0,1.82
Super Robot Taisen F Kanketsuhen,SAT,1998.0,Strategy,Banpresto,0.0,0.0,100.0,0.0
Enslaved: Odyssey to the West,X360,2010.0,Action,Namco Bandai Games,54.55,34.55,0.0,9.09
Rune Factory 4,3DS,2012.0,Role-Playing,Xseed Games,56.36,0.0,38.18,5.45
Summer Sports: Paradise Island,Wii,2008.0,Sports,Ubisoft,89.09,3.64,0.0,7.27
Tak and the Power of Juju,GBA,2003.0,Platform,THQ,70.91,27.27,0.0,1.82
Dynasty Warriors: Gundam 3,PS3,2010.0,Action,Tecmo Koei,20.0,9.09,65.45,3.64
Mortal Kombat 3,PS,1995.0,Fighting,Sony Computer Entertainment,52.73,36.36,3.64,7.27
Turok: Evolution,XB,2002.0,Shooter,Acclaim Entertainment,70.91,25.45,0.0,3.64
Jak X: Combat Racing,PS2,2005.0,Racing,Sony Computer Entertainment,81.82,3.64,0.0,12.73
Metro 2033,X360,2010.0,Shooter,THQ,40.0,43.64,5.45,9.09
Are You Smarter than a 5th Grader? Make the Grade,Wii,2008.0,Misc,THQ,92.73,0.0,0.0,7.27
American Idol,PS2,2003.0,Misc,Codemasters,49.09,38.18,0.0,12.73
Top Gun: Fire at Will!,PS,1996.0,Misc,Microprose,54.55,38.18,0.0,7.27
Red Dead Revolver,XB,2004.0,Shooter,Take-Two Interactive,72.73,21.82,0.0,3.64
Dragon Ball Z: Shin Budokai,PSP,2006.0,Fighting,Atari,47.27,14.55,23.64,12.73
LEGO The Hobbit,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,22.22,59.26,0.0,18.52
Iron Man,PS2,2008.0,Action,Sega,66.67,0.0,0.0,35.19
SingStar Summer Party,PS2,2008.0,Misc,Sony Computer Entertainment,0.0,11.11,0.0,88.89
Tiger Woods PGA Tour 08,X360,2007.0,Sports,Electronic Arts,90.74,3.7,0.0,7.41
NBA Live 10,PS3,2009.0,Sports,Electronic Arts,85.19,5.56,1.85,9.26
The SpongeBob SquarePants Movie,XB,2004.0,Platform,THQ,74.07,22.22,0.0,3.7
FIFA Soccer 07,XB,2006.0,Sports,Electronic Arts,29.63,64.81,0.0,7.41
Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000.0,Sports,SquareSoft,0.0,0.0,100.0,0.0
Medarot 2: Kabuto / Kuwagata Version,GB,1999.0,Role-Playing,Imagineer,0.0,0.0,100.0,0.0
Excite Truck,Wii,2006.0,Racing,Nintendo,74.07,5.56,14.81,7.41
Sacred 2: Fallen Angel,X360,2009.0,Role-Playing,Deep Silver,53.7,31.48,7.41,9.26
System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008.0,Racing,System 3 Arcade Software,12.96,74.07,0.0,12.96
Dance Dance Revolution Ultramix,XB,2003.0,Simulation,Konami Digital Entertainment,77.78,20.37,0.0,3.7
ModNation Racers,PSP,2010.0,Racing,Sony Computer Entertainment,20.37,50.0,3.7,25.93
Crash Tag Team Racing,PS2,2005.0,Racing,Vivendi Games,50.0,38.89,0.0,12.96
Two Worlds II,X360,2011.0,Role-Playing,Unknown,74.07,14.81,5.56,7.41
Sonic & All-Stars Racing Transformed,PS3,2012.0,Racing,Sega,14.81,61.11,1.85,20.37
Michael Jackson: The Experience,PS3,2011.0,Misc,Ubisoft,46.3,37.04,0.0,14.81
Front Mission 4,PS2,2003.0,Strategy,Square Enix,25.93,20.37,46.3,7.41
The Fairly Odd Parents: Breakin' Da Rules,GBA,2003.0,Platform,THQ,72.22,25.93,0.0,1.85
LEGO Dimensions,PS3,2015.0,Action,Warner Bros. Interactive Entertainment,27.78,55.56,0.0,16.67
Inazuma Eleven,DS,2008.0,Role-Playing,Nintendo,0.0,25.93,70.37,3.7
Ninokuni: Shikkoku no Madoushi,DS,2010.0,Role-Playing,Level 5,0.0,0.0,100.0,0.0
Minecraft: Story Mode,XOne,2015.0,Adventure,Mojang,53.7,38.89,0.0,9.26
Resident Evil: Revelations 2,PS4,2015.0,Action,Capcom,24.07,44.44,18.52,12.96
Manhunt 2,Wii,2007.0,Action,Take-Two Interactive,46.3,42.59,0.0,11.11
SRS: Street Racing Syndicate,PS2,2004.0,Racing,Namco Bandai Games,48.15,38.89,0.0,12.96
Despicable Me: The Game - Minion Mayhem,DS,2010.0,Puzzle,D3Publisher,77.78,16.67,0.0,7.41
Def Jam: Fight for NY,XB,,Fighting,Electronic Arts,79.63,18.52,0.0,3.7
Action Force,2600,1982.0,Action,CPG Products,92.59,5.56,0.0,1.85
Gauntlet Legends,N64,1999.0,Action,Midway Games,79.63,18.52,0.0,1.85
FIFA 99,N64,1998.0,Sports,Electronic Arts,20.37,72.22,0.0,5.56
Kidou Senshi Gundam: Extreme VS,PS3,2011.0,Fighting,Namco Bandai Games,0.0,0.0,100.0,0.0
Dragon Ball Z: Ultimate Tenkaichi,X360,2011.0,Fighting,Namco Bandai Games,72.22,18.52,1.85,7.41
Tales of Symphonia,PS3,2013.0,Role-Playing,Namco Bandai Games,38.89,24.07,24.07,11.11
Bust A Groove,PS,1998.0,Misc,Sony Computer Entertainment,16.67,11.11,64.81,7.41
Fire Emblem: Path of Radiance,GC,2005.0,Action,Nintendo,53.7,14.81,29.63,1.85
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002.0,Role-Playing,Enix Corporation,0.0,0.0,100.0,0.0
Let's Draw!,DS,2008.0,Misc,Ubisoft,44.44,42.59,0.0,11.11
Pachi-Slot Aruze Oukoku 2,PS,1999.0,Misc,Aruze Corp,0.0,0.0,92.59,7.41
NHL 14,X360,2013.0,Sports,Electronic Arts,74.07,18.52,0.0,7.41
Valkyria Chronicles II,PSP,2010.0,Role-Playing,Sega,22.22,29.63,33.33,16.67
Middle-Earth: Shadow of Mordor,X360,2014.0,Action,Warner Bros. Interactive Entertainment,51.85,38.89,0.0,9.26
Madden NFL 13,Wii,2012.0,Sports,Electronic Arts,94.44,0.0,0.0,5.56
Rune Factory 2: A Fantasy Harvest Moon,DS,2008.0,Role-Playing,Rising Star Games,61.11,5.56,27.78,5.56
Terminator Salvation,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,24.07,53.7,1.85,20.37
Cars 2,PS3,2011.0,Racing,Disney Interactive Studios,40.74,42.59,0.0,16.67
Bratz: Rock Angelz,GBA,2004.0,Misc,THQ,72.22,25.93,0.0,1.85
How to Train Your Dragon,DS,2010.0,Action,Activision,59.26,31.48,0.0,9.26
SSX Tricky,GC,2001.0,Sports,Electronic Arts,77.78,20.37,0.0,1.85
WWE SmackDown vs. Raw 2010,DS,2009.0,Fighting,THQ,64.81,25.93,0.0,9.26
Greg Hastings' Tournament Paintball,XB,2004.0,Shooter,Activision,85.19,11.11,0.0,3.7
Hello Kitty: Big City Dreams,DS,2008.0,Puzzle,Empire Interactive,77.78,14.81,0.0,7.41
Star Fox Command,DS,2006.0,Shooter,Nintendo,72.22,1.85,18.52,7.41
World Soccer Winning Eleven 7 International (JP version),PS2,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,100.0,0.0
ESPN NBA Basketball,PS2,2003.0,Sports,Sega,48.15,38.89,0.0,12.96
Inazuma Eleven GO,3DS,2011.0,Role-Playing,Nintendo,0.0,9.26,88.89,0.0
Over the Hedge,PS2,2006.0,Platform,Activision,83.33,3.7,0.0,12.96
Mat Hoffman's Pro BMX,PS,2001.0,Sports,Activision,55.56,37.04,0.0,7.41
Lego Star Wars: The Force Awakens,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,25.93,59.26,0.0,14.81
Epic Mickey 2: The Power of Two,X360,2012.0,Action,Disney Interactive Studios,59.26,31.48,0.0,7.41
Popeye,2600,1982.0,Platform,Parker Bros.,92.59,5.56,0.0,1.85
Magician's Quest: Mysterious Times,DS,2008.0,Role-Playing,Konami Digital Entertainment,7.41,1.85,88.89,0.0
The Hobbit,PS2,2003.0,Platform,Vivendi Games,48.15,37.04,0.0,12.96
War of the Monsters,PS2,2003.0,Fighting,Sony Computer Entertainment,48.15,37.04,0.0,12.96
Tales of Symphonia: Dawn of the New World,Wii,2008.0,Role-Playing,Namco Bandai Games,40.74,9.26,44.44,5.56
NBA Street Vol. 2,GC,,Sports,Electronic Arts,75.93,20.37,0.0,1.85
The Incredible Hulk: Ultimate Destruction,PS2,2005.0,Action,Vivendi Games,48.15,37.04,0.0,12.96
Star Wars Battlefront (2015),PC,2015.0,Shooter,Electronic Arts,24.07,68.52,0.0,7.41
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998.0,Adventure,Sega,0.0,0.0,100.0,0.0
Jewel Master Egypt,DS,2009.0,Puzzle,Rondomedia,39.62,50.94,0.0,9.43
Time Crisis II,PS2,2001.0,Shooter,Namco Bandai Games,49.06,37.74,0.0,13.21
Clock Tower,PS,1996.0,Adventure,ASCII Entertainment,13.21,9.43,71.7,5.66
NCAA March Madness 06,PS2,2005.0,Sports,Electronic Arts,84.91,3.77,0.0,13.21
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008.0,Action,THQ,92.45,0.0,0.0,7.55
Jampack Volume 11,PS2,2004.0,Misc,Sony Computer Entertainment,49.06,37.74,0.0,13.21
Dragon's Crown,PS3,2013.0,Role-Playing,Nippon Ichi Software,47.17,13.21,32.08,9.43
Tactics Ogre: Let Us Cling Together,PSP,2010.0,Role-Playing,Square Enix,28.3,13.21,50.94,9.43
Legacy of Kain: Defiance,PS2,2003.0,Action,Eidos Interactive,49.06,37.74,0.0,13.21
SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,N/A,71.7,26.42,0.0,1.89
NCAA March Madness 2005,PS2,2004.0,Sports,Electronic Arts,83.02,3.77,0.0,13.21
007 Racing,PS,2000.0,Racing,Electronic Arts,56.6,37.74,0.0,5.66
Conflict: Vietnam,PS2,2004.0,Shooter,SCi,49.06,37.74,0.0,13.21
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004.0,Misc,Sega,75.47,20.75,0.0,3.77
Mystery Dungeon: Shiren the Wanderer,DS,2006.0,Role-Playing,Sega,33.96,0.0,62.26,3.77
SimAnimals,DS,2009.0,Simulation,Electronic Arts,49.06,39.62,0.0,11.32
MLB SlugFest 20-04,PS2,2003.0,Sports,Midway Games,49.06,37.74,0.0,13.21
Gex 3: Deep Cover Gecko,PS,1999.0,Platform,Eidos Interactive,56.6,37.74,0.0,5.66
NASCAR 09,PS2,2008.0,Racing,Electronic Arts,49.06,37.74,0.0,13.21
Blitz: The League,XB,2004.0,Sports,Midway Games,75.47,20.75,0.0,3.77
Jampack Vol. 2,PS,1996.0,Misc,Sony Computer Entertainment,56.6,37.74,0.0,5.66
LEGO Jurassic World,WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,52.83,35.85,3.77,7.55
Sesame Street: Once Upon A Monster,X360,2011.0,Misc,Warner Bros. Interactive Entertainment,73.58,18.87,0.0,7.55
Virtual Soccer,SNES,1993.0,Sports,Hudson Soft,0.0,0.0,100.0,0.0
Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994.0,Strategy,Tecmo Koei,0.0,0.0,100.0,0.0
Winning Post,SNES,1993.0,Sports,Tecmo Koei,0.0,0.0,100.0,0.0
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005.0,Action,Ubisoft,64.15,32.08,0.0,3.77
SingStar Dance,PS3,2010.0,Misc,Sony Computer Entertainment,16.98,60.38,0.0,22.64
Kirby and the Rainbow Curse,WiiU,2015.0,Platform,Nintendo,43.4,26.42,22.64,7.55
Burnout Revenge,XB,2005.0,Racing,Electronic Arts,60.38,35.85,0.0,1.89
FIFA 12,PSP,2011.0,Sports,Electronic Arts,22.64,49.06,3.77,26.42
Medal of Honor: European Assault,XB,2005.0,Shooter,Electronic Arts,60.38,35.85,0.0,3.77
Batman: Arkham City,PC,2011.0,Action,Warner Bros. Interactive Entertainment,30.19,52.83,0.0,16.98
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004.0,Platform,Electronic Arts,49.06,37.74,0.0,13.21
The Lord of the Rings: The Fellowship of the Ring,XB,2002.0,Action,Universal Interactive,58.49,35.85,0.0,5.66
NBA 06,PS2,2005.0,Sports,Sony Computer Entertainment,49.06,37.74,0.0,13.21
Sonic & All-Stars Racing Transformed,WiiU,2012.0,Racing,Sega,37.74,50.94,3.77,9.43
Spider-Man,N64,2000.0,Action,Activision,81.13,16.98,0.0,1.89
We Cheer,Wii,2008.0,Simulation,505 Games,90.57,0.0,0.0,7.55
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007.0,Shooter,Ubisoft,66.04,18.87,0.0,15.09
X-Men Legends,GC,2004.0,Role-Playing,Activision,77.36,20.75,0.0,1.89
Alice in Wonderland,Wii,2010.0,Adventure,Disney Interactive Studios,50.94,39.62,0.0,9.43
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010.0,Simulation,Electronic Arts,94.34,0.0,0.0,5.66
Front Mission 2,PS,1997.0,Strategy,SquareSoft,0.0,0.0,92.45,5.66
Bulletstorm,PS3,2011.0,Shooter,Electronic Arts,43.4,37.74,1.89,15.09
F.E.A.R. 2: Project Origin,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,60.38,28.3,0.0,9.43
Tiger Woods PGA Tour 11,X360,2010.0,Sports,Electronic Arts,52.83,37.74,0.0,9.43
Stuntman: Ignition,PS3,2007.0,Racing,THQ,32.08,49.06,0.0,18.87
Are You Smarter Than A 5th Grader?,DS,2007.0,Misc,Mindscape,90.57,0.0,0.0,7.55
F1 2009,PSP,2009.0,Racing,Codemasters,15.09,54.72,0.0,30.19
Oni,PS2,2001.0,Action,Take-Two Interactive,49.06,37.74,0.0,13.21
